85354,2.0,3,115,33.4286,-112.9815,0,Tonopah,AZ,zip_2008:::85354
85355,2.7,1,72,33.5737,-112.4145,0,Waddell,AZ,zip_2008:::85355
85373,3.3,4,45,33.8202,-112.3607,0,SunCity,AZ,zip_2008:::85373
85374,2.8,12,63,33.6440,-112.3757,0,Surprise,AZ,zip_2008:::85374
85375,2.0,3,59,33.6741,-112.3551,0,SunCityWest,AZ,zip_2008:::85375
85379,2.5,6,68,33.6028,-112.3817,0,Surprise,AZ,zip_2008:::85379
85381,3.0,15,63,33.6097,-112.2317,0,Peoria,AZ,zip_2008:::85381
85382,3.0,29,58,33.6560,-112.2470,0,Peoria,AZ,zip_2008:::85382
85383,3.1,54,48,33.7559,-112.2681,0,Peoria,AZ,zip_2008:::85383
85387,2.6,5,60,33.7098,-112.4463,0,Surprise,AZ,zip_2008:::85387
85388,2.5,6,69,33.6089,-112.4401,0,Surprise,AZ,zip_2008:::85388
85390,3.2,6,90,33.8310,-112.9916,0,Wickenburg,AZ,zip_2008:::85390
85392,3.0,7,79,33.4766,-112.3076,0,Avondale,AZ,zip_2008:::85392
85395,3.0,17,81,33.4799,-112.4020,0,Goodyear,AZ,zip_2008:::85395
85396,2.4,4,81,33.5523,-112.5820,0,Buckeye,AZ,zip_2008:::85396
85501,2.2,1,143,33.5678,-110.7244,0,Globe,AZ,zip_2008:::85501
85539,3.1,1,130,33.4706,-110.9668,0,Miami,AZ,zip_2008:::85539
85541,3.6,6,87,34.0798,-111.1676,0,Payson,AZ,zip_2008:::85541
85544,3.1,2,67,34.3913,-111.4268,0,Pine,AZ,zip_2008:::85544
85602,2.0,1,274,32.2085,-110.3104,0,Benson,AZ,zip_2008:::85602
85625,2.7,1,340,31.9196,-109.6230,0,Pearce,AZ,zip_2008:::85625
85631,3.4,1,196,32.8120,-110.7411,0,SanManuel,AZ,zip_2008:::85631
85653,1.0,1,205,32.3992,-111.4446,0,Marana,AZ,zip_2008:::85653
85701,2.2,1,240,32.2166,-110.9702,0,Tucson,AZ,zip_2008:::85701
85705,1.0,1,234,32.2719,-110.9925,0,Tucson,AZ,zip_2008:::85705
85716,1.0,1,240,32.2415,-110.9229,0,Tucson,AZ,zip_2008:::85716
85719,1.0,2,238,32.2470,-110.9482,0,Tucson,AZ,zip_2008:::85719
85721,2.0,1,240,32.2317,-110.9493,0,Tucson,AZ,zip_2008:::85721
86001,2.0,3,151,35.4940,-111.7253,0,Flagstaff,AZ,zip_2008:::86001
86004,2.0,3,130,35.0661,-111.1917,0,Flagstaff,AZ,zip_2008:::86004
86301,2.3,6,56,34.6023,-112.4188,0,Prescott,AZ,zip_2008:::86301
86303,2.9,31,47,34.4892,-112.4372,0,Prescott,AZ,zip_2008:::86303
86305,2.1,7,94,34.7287,-112.8760,0,Prescott,AZ,zip_2008:::86305
86314,2.0,14,58,34.6575,-112.3113,0,PrescottValley,AZ,zip_2008:::86314
86322,3.2,36,45,34.5201,-111.8623,0,CampVerde,AZ,zip_2008:::86322
86324,2.5,4,75,34.8474,-112.1648,0,Clarkdale,AZ,zip_2008:::86324
86325,2.8,5,66,34.7396,-111.9031,0,Cornville,AZ,zip_2008:::86325
86326,2.5,4,51,34.6278,-112.0810,0,Cottonwood,AZ,zip_2008:::86326
86327,2.4,12,38,34.4998,-112.2031,0,Dewey,AZ,zip_2008:::86327
86332,2.7,1,75,34.4482,-112.8412,0,Kirkland,AZ,zip_2008:::86332
86333,3.8,52,21,34.3311,-111.9977,0,Mayer,AZ,zip_2008:::86333
86335,3.1,1,61,34.6390,-111.7649,0,Rimrock,AZ,zip_2008:::86335
86336,2.9,4,94,34.6954,-111.2924,0,Sedona,AZ,zip_2008:::86336
86337,2.0,1,144,35.1603,-113.1277,0,Seligman,AZ,zip_2008:::86337
86406,2.0,1,154,34.5905,-113.6965,0,LakeHavasuCity,AZ,zip_2008:::86406
86429,2.0,2,245,35.1667,-114.4948,0,BullheadCity,AZ,zip_2008:::86429
87829,2.7,1,305,34.3102,-108.7911,0,Quemado,NM,zip_2008:::87829
88045,2.0,1,369,32.3059,-108.8137,0,Lordsburg,NM,zip_2008:::88045
89008,2.2,1,410,37.3073,-114.4986,0,Caliente,NV,zip_2008:::89008
89101,2.2,1,353,36.1726,-115.1220,0,LasVegas,NV,zip_2008:::89101
92113,2.2,1,494,32.6970,-117.1182,0,SanDiego,CA,zip_2008:::92113
